patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
62dbc850-3c5b-43a7-9fbb-f0b1808389c8,Thành Phạm,956984789611,20/07/1937,0936736576,dangjohn@example.org,"2 Dương Đường
Thành phố JaneQuận, 975522",Khỏe mạnh,9.7,Quý cô Hà Vũ,12/02/2026
6b79afcc-3d0a-4f0c-8c39-4ec71f317405,Ông Tú Dương,665452711116,21/01/1979,0352809885,maijohn@example.net,"953 Lê Ngõ
JohnXã, 670511",Tiểu đường,6.99,Hồng Dương,08/01/2026
40ef3935-5f90-4ed6-bb25-664d630aa767,Linh Trần,704945198327,30/08/1960,0515851493,hoangjane@example.org,"2 Dương Hẻm
Thành phố JaneThành phố, 407696",Khỏe mạnh,10.68,Cô Vi Phạm,09/06/2026
83f02dc7-4f61-4217-aef1-669450cae32d,Phương Mai Bảo Vũ,909402445502,02/03/1938,0596120183,janedang@example.org,"15 Bùi Dãy
JaneQuận, 620306",Khỏe mạnh,7.07,Bác Minh Vũ,25/05/2026
6e3c4532-1434-4f62-acac-028cba220065,Bà Thành Trần,625459910229,03/05/1941,0314767976,jane79@example.net,"70 Hoàng Số
JohnThành phố, 803787",Tim mạch,5.33,Thành Xuân Nguyễn,26/01/2026
702c1821-c804-4fb7-ad97-3b679b89e5cb,Lan Trần,915614978403,20/09/1952,0890034324,jane69@example.org,"57 John Tổ
JanePhường, 392227",Tim mạch,6.29,Cô Ngọc Lê,31/03/2026
1e2595b8-8fc9-486b-a9dd-ebf563119aca,Anh Dương,176226838851,27/02/1951,0806071596,jane31@example.org,"715 Trần Khu
JohnPhường, 844031",Khỏe mạnh,9.53,Bà Phương Phạm,22/01/2026
3c9abe10-238d-4f44-8ac4-d0eb3373730e,Ông Quang Mai,741605297516,09/04/1977,0336968164,imai@example.net,"67 Bùi Ngõ
Huyện JohnThị xã, 588461",Tim mạch,5.38,Hoàng Xuân Lê,19/03/2026
d4d60735-0e2f-4958-9e43-1e06e9247069,Phương Lê,318188355231,11/09/1957,0543292127,janepham@example.com,"438 Lê Khu
Quận JohnQuận, 790731",Khỏe mạnh,9.91,Nhiên Thị Nguyễn,15/01/2026
93a74792-c561-48dc-a436-4fcdf2d3f761,Trung Hoàng,899552717744,26/11/1965,0905814770,duongjane@example.net,"647 John Hẻm
JaneThị xã, 587002",Tiểu đường,6.63,Bà Duyên Lê,26/02/2026
fcef1972-bbf4-43ce-91be-b80eb7e6a14c,Thành Trí Đặng,511998679807,01/02/1973,0935978207,dangjohn@example.com,"210 Bùi Số
Quận JaneXã, 856157",Tiểu đường,10.39,Trung Xuân Dương,29/06/2026
4efc8248-e10b-4a47-bfae-b7487781321e,Ông Vũ Bùi,618203778892,23/05/1972,0754665905,johnhoang@example.com,"97 Mai Đường
Thị xã JohnHuyện, 862847",Tiểu đường,6.3,Thành Phú Nguyễn,14/03/2026
5cce5ba9-31d4-4e09-8fd3-3afc91fdfa4f,Vũ Bùi,964492519254,21/04/1972,0829148652,john21@example.com,"5 John Số
Thành phố JohnQuận, 848255",Tiểu đường,8.99,Châu Mai Lê,20/04/2026
ee6e2e72-53f5-41dc-a3c8-afdb83f82f16,Phúc Hữu Hoàng,785054235733,19/06/1989,0521418880,jane88@example.net,"05 Trần Số
JohnXã, 597643",Tim mạch,10.95,Nhiên Hoàng,10/02/2026
2ba6adb3-7afe-4114-9561-c8130d259caa,Bảo Hải Nguyễn,396222927065,17/04/1977,0579473834,phamjohn@example.com,"36 Nguyễn Hẻm
Huyện JaneXã, 495129",Khỏe mạnh,11.18,Phúc Mai Mai,03/03/2026
de1e994a-c5a1-4f5c-ad05-b9125ab28d4a,Trọng Dương,459774688623,12/07/1949,0924075818,janemai@example.com,"37 Dương Tổ
JaneThành phố, 701334",Tiểu đường,5.92,Kim Phú Lê,22/02/2026
143b45e3-b6d1-46bb-b48f-709c49a22441,Bảo Đức Dương,347826137506,11/02/1951,0368536153,jane21@example.net,"083 John Ngõ
JanePhường, 595351",Tiểu đường,6.21,Hải Lê,01/01/2026
286ed390-edd9-4a1a-ba58-5b278ce3e7c3,Hải Mai Bảo Dương,252204727790,25/12/1982,0304328986,jane40@example.org,"0 Jane Hẻm
Thị xã JaneQuận, 885386",Tiểu đường,10.1,Hưng Nguyễn,23/02/2026
fba57cc8-edaf-4766-9b78-0ede9a4ffc0c,Khoa Mai Mai,441036971179,08/10/1973,0908932460,janevu@example.org,"742 Jane Khu
Quận JaneThị xã, 640310",Tim mạch,5.54,Vũ Hữu Trần,03/02/2026
ef9240b6-52d7-4f10-ba3a-6e9623ff23d3,Cô Thảo Bùi,721851888880,07/09/1952,0870654051,jane49@example.net,"5 John Ngõ
JaneQuận, 525110",Tim mạch,5.55,Tú Vũ,08/03/2026
22319050-f515-4494-b818-cfd33889936a,Anh Bảo Hoàng,295205852772,08/10/1962,0517043030,zmai@example.net,"9 Jane Tổ
Thành phố JohnXã, 630041",Tim mạch,11.43,Chị Lan Đặng,03/06/2026
3495311e-ae27-4432-9dc1-e7eb711c7673,Ông Minh Dương,968740345054,12/07/1994,0356676527,gle@example.com,"7 Nguyễn Số
JohnPhường, 328486",Khỏe mạnh,6.62,An Bùi,04/03/2026
0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,Nhật Nguyễn,941616928451,13/06/1956,0354479627,johnbui@example.com,"JaneThị xã
825 John Số, 654531",Tim mạch,7.3,Chị An Nguyễn,26/06/2026
8b60c511-b816-4aeb-ac6a-7c8576876c62,Phương Hữu Phạm,696401658202,24/07/1953,0970213556,john43@example.net,"6 John Làng
Thành phố JohnThị xã, 726822",Tiểu đường,8.64,Mai Nguyễn,14/03/2026
c11f6bf5-379e-4467-8a2d-b2e63bfda8a6,Lan Mai,855719285654,08/01/2008,0510278681,janehoang@example.net,"428 Jane Khu
JohnXã, 720407",Tim mạch,10.09,Quý cô Phương Dương,09/01/2026
abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee,Phương Tấn Bùi,839473121727,18/04/1965,0355188442,jane28@example.com,"27 Jane Số
Thị xã JohnHuyện, 313214",Huyết áp cao,10.25,Vũ Mai Đặng,17/01/2026
0d31812e-30c3-4756-9453-f867b97e6224,Thành Hoàng,931323705895,05/07/1979,0882911467,phamjohn@example.com,"03 John Dãy
Quận JaneQuận, 678897",Khỏe mạnh,10.04,Khoa Hữu Dương,07/04/2026
5c11ab6d-42f5-43f5-8ef4-c34d5bf86f3c,Quý ông Tú Dương,225177852892,04/02/1991,0568018242,john55@example.com,"2 Jane Số
JohnQuận, 445888",Huyết áp cao,6.24,Quý cô Duyên Phạm,31/03/2026
566a9ce7-af52-4b94-b186-e47aa7946320,Châu Dương,458414384249,18/02/1969,0918299229,john28@example.com,"0 John Đường
JohnPhường, 342675",Tim mạch,10.66,Nhật Lê,02/01/2026
0f79a8a7-5f8a-44bd-b4bd-0c938177b661,Quý ông Nam Nguyễn,101094396907,06/05/1974,0944736471,bnguyen@example.net,"862 John Hẻm
Quận JaneHuyện, 380310",Tiểu đường,4.84,Hà Phú Bùi,24/03/2026
39d1c7ff-b27e-4442-bd7f-e9733e42df5b,Vũ Nguyễn,777359255562,27/04/1942,0788153714,jbui@example.com,"2 Jane Số
JohnXã, 144618",Khỏe mạnh,5.61,Chị Xuân Hoàng,27/03/2026
af36b8cc-1308-4974-ac95-b3ac0beb7c34,Tùng Hoàng,204696325953,15/07/1983,0578774701,janenguyen@example.org,"429 Jane Tổ
JohnPhường, 859340",Khỏe mạnh,7.8,Phương Đặng,10/01/2026
1375ee90-d6b3-41e4-bb6d-ca0d6fe5040b,Trọng Hữu Đặng,439500479748,27/08/1937,0316245650,jane73@example.com,"29 Trần Khu
Thành phố JohnHuyện, 261712",Khỏe mạnh,3.93,Nhật Trí Bùi,27/02/2026
f165d779-0154-4950-976d-e21f1b46ebdc,Bảo Đặng,935841687849,27/01/1991,0912165585,lejohn@example.org,"015 Jane Số
Huyện JaneThị xã, 917018",Huyết áp cao,5.19,Nhật Mai,12/06/2026
85671b58-926b-4fa5-be24-5fbffa698cd2,Quý cô Bảo Lê,968000257872,15/02/1955,0982595269,jane21@example.org,"71 Vũ Làng
JohnThị xã, 212168",Tim mạch,8.55,Bà An Bùi,01/03/2026
dcb9075e-cdd7-4460-a140-77d39ec4ea48,Bảo Tấn Bùi,988794705516,09/01/1995,0940974993,janedang@example.net,"52 Đặng Khu
JohnHuyện, 494322",Tiểu đường,8.46,Thành Đặng,21/01/2026
ff4cc10f-979c-40cf-b326-1887905881df,Cô Nhật Dương,389623091307,01/05/2004,0762636897,janevu@example.net,"7 Jane Làng
JohnPhường, 543681",Tiểu đường,9.5,Hà Mai Hoàng,28/03/2026
ec6a37ad-81b1-4db9-88cc-4d49669b29b8,Phương Thị Đặng,938578652785,18/09/1986,0954973348,tranjohn@example.net,"9 Jane Tổ
JohnThành phố, 203396",Tim mạch,5.41,Quang Mai,15/05/2026
9342a09f-b00a-464c-949c-d8d48ed8a80d,Quý cô Linh Bùi,543757584419,19/04/1969,0966524041,janenguyen@example.com,"125 Đặng Dãy
Thị xã JaneThị xã, 202365",Tim mạch,11.35,Quý ông Dũng Trần,24/02/2026
05c8234b-1d76-4a66-b5f5-9cb0cf685878,Tú Xuân Phạm,573384842199,28/02/1973,0530833016,janemai@example.com,"22 Bùi Đường
Thị xã JaneThị xã, 104666",Tim mạch,9.6,Chị Thảo Trần,14/04/2026
2fdc9992-8971-4eea-9f3a-098accac2fb5,Dũng Hoàng Dương,220826773454,24/10/1943,0319380262,omai@example.com,"1 Đặng Dãy
Huyện JohnPhường, 240454",Tiểu đường,11.98,Tú Hải Vũ,22/01/2026
82c56b21-2430-42da-b185-0eb85f90fc87,Kim Trí Hoàng,772400499154,04/07/1963,0888728743,janemai@example.net,"2 Vũ Hẻm
Huyện JaneXã, 156215",Tiểu đường,6.31,Nam Mai Bảo Lê,05/02/2026
816462cb-8fc3-47d3-b6bd-80c7624a2a50,Quý ông Châu Bùi,842054932966,03/05/1987,0951612275,kduong@example.org,"04 Jane Hẻm
JaneXã, 635618",Huyết áp cao,3.56,Khoa Trần,18/02/2026
5deaa737-fdab-4441-92c2-a9608b0901ab,Vi Dương,737454990453,18/05/1975,0317426841,vtran@example.net,"745 Jane Ngõ
Quận JanePhường, 739905",Tim mạch,6.62,Bảo Trí Phạm,27/05/2026
59cf0b0d-91f0-447d-8f32-1333ce315937,Trọng Mai,432727956878,14/10/1947,0539187851,jane94@example.net,"Quận JaneThành phố
2 John Hẻm, 845951",Tiểu đường,4.02,Quang Hữu Dương,26/01/2026
6a0aa7d5-a0b8-4755-84ca-a5a2a1e518a2,Nhật Quang Trần,983982258713,25/11/1964,0971870728,jane77@example.com,"7 Trần Số
Thị xã JohnThị xã, 381581",Khỏe mạnh,7.38,Khoa Tấn Mai,15/04/2026
c9ce44bd-7c3f-4add-9a38-5db590eeb067,Hưng Thị Trần,187406403910,16/03/1981,0851801704,hnguyen@example.org,"32 Lê Khu
Huyện JaneThành phố, 489906",Khỏe mạnh,5.03,Cô Kim Vũ,11/05/2026
a7cde143-6de2-4429-bbf0-d9c1c156e501,Nhật Trần,365676618251,28/07/1935,0586823004,itran@example.net,"051 Lê Dãy
Quận JaneThành phố, 866260",Khỏe mạnh,9.22,Hà Đặng,08/03/2026
c601818b-61fa-41ba-a31a-e7c74c9bff5c,Chị Hà Mai,968633752431,12/08/1976,0369033119,janedang@example.net,"97 John Ngõ
Thành phố JaneHuyện, 550246",Tiểu đường,7.29,Hoàng Hải Vũ,27/04/2026
999a1d86-99db-4302-8dab-66d33f87dfc2,Nam Vũ,130673830284,29/06/1950,0595995342,janevu@example.net,"61 Jane Ngõ
Huyện JaneQuận, 505629",Huyết áp cao,7.02,Thành Xuân Dương,21/06/2026
965d744f-0445-41a8-92af-97e4c536c66e,An Vũ,508926870568,30/03/1951,0766246287,buijane@example.net,"61 Jane Ngõ
JohnXã, 313068",Huyết áp cao,10.72,Bà Kim Hoàng,25/04/2026
a4a5c736-ae59-4a52-a65b-e22bd5a386d9,Hạnh Bùi,527086688263,12/10/1988,0735175183,johnpham@example.org,"99 Jane Hẻm
Thành phố JohnPhường, 111901",Tiểu đường,5.78,Quý cô Thành Mai,04/04/2026
2abe1585-425e-4259-b884-16d2d28fcf68,Hoàng Đức Trần,113983735403,23/10/1991,0517393638,dangjane@example.com,"9 Jane Dãy
JohnThị xã, 694423",Tim mạch,10.09,Bà Bảo Vũ,20/05/2026
b90800f3-ac93-481a-92eb-eab0e4eec67c,Lâm Mai,778544587717,06/09/1935,0735560932,phamjohn@example.com,"086 Jane Làng
JaneHuyện, 966120",Tiểu đường,5.72,Khoa Đặng,22/01/2026
2de982f8-0d7b-4c04-a6e5-9b32ac5f12ef,Cô Hồng Trần,742353693785,08/07/1999,0777725228,jane51@example.net,"494 Jane Tổ
JohnPhường, 673108",Khỏe mạnh,5.06,Chị Ngọc Bùi,05/01/2026
d6ee526b-a2cd-4590-98af-393c8aa2b4c9,Linh Nguyễn,908010062312,24/11/1990,0338750997,gvu@example.org,"70 Jane Ngõ
Quận JanePhường, 490586",Khỏe mạnh,3.63,Ông Nhiên Trần,01/04/2026
13281726-64f4-44d6-91e9-1691a3209116,Hồng Lê,986008484086,11/10/1952,0511823398,jane65@example.com,"329 John Ngõ
Thị xã JaneHuyện, 526259",Tim mạch,10.43,Phương Đặng,23/06/2026
769de1e3-4eed-4124-b3b0-d6763527a5c8,Tú Trần,561567933410,31/12/1946,0366687002,john35@example.org,"68 Jane Khu
Thành phố JaneThị xã, 682959",Tiểu đường,7.75,Cô Chi Trần,25/05/2026
0fc98d2e-030f-4be9-9f17-8f9323c97a1e,Chị Mai Bùi,759180339740,01/09/1962,0348902503,hoangjane@example.org,"721 Trần Đường
JohnQuận, 701761",Huyết áp cao,9.89,Nhật Hữu Dương,06/01/2026
5a9c0679-2c3d-47e2-ad39-da75aee70ab2,Chị Thảo Vũ,714293968562,20/01/1968,0385016315,johnhoang@example.net,"68 Nguyễn Ngõ
JaneQuận, 539599",Khỏe mạnh,11.74,Chị Dương Mai,24/05/2026
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Châu Mai Bảo Đặng,604773586629,13/02/2002,0819431142,jane42@example.org,"407 Hoàng Làng
Thành phố JohnPhường, 352867",Khỏe mạnh,9.55,Tùng Nguyễn,18/05/2026
d8b48ead-9360-4edf-b82b-5b86f2a32efd,Thành Xuân Lê,365511047541,05/10/1952,0512678886,jane90@example.net,"3 Mai Khu
Thị xã JohnThành phố, 158896",Tiểu đường,3.72,Chị Ngọc Mai,28/03/2026
